RUN	simulations.petstoreProductBookingTest	petstoreproductbookingtest	1626434327765	ok	3.6.1
USER	PetStoreTestClass	START	1626434328912
REQUEST		request_0	1626434328953	1626434329382	OK	 
REQUEST		EnterTheStore	1626434333478	1626434333577	OK	 
REQUEST		ClickOnSignIn	1626434339682	1626434339780	OK	 
REQUEST		request_3	1626434345812	1626434345910	OK	 
REQUEST		request_3 Redirect 1	1626434345914	1626434346012	OK	 
REQUEST		request_4	1626434355049	1626434355148	OK	 
REQUEST		request_5	1626434358159	1626434358257	OK	 
REQUEST		request_6	1626434361268	1626434361366	OK	 
REQUEST		request_7	1626434363377	1626434363478	OK	 
REQUEST		request_8	1626434367488	1626434367585	OK	 
REQUEST		request_9	1626434368597	1626434368695	OK	 
REQUEST		request_10	1626434370706	1626434370805	OK	 
REQUEST		request_11	1626434372816	1626434372918	OK	 
REQUEST		request_12	1626434379924	1626434380027	OK	 
REQUEST		request_13	1626434383035	1626434383135	OK	 
REQUEST		request_14	1626434385144	1626434385245	OK	 
REQUEST		request_15	1626434387252	1626434387357	OK	 
USER	PetStoreTestClass	END	1626434387362
