RUN	simulations.petstoreProductBookingTest	petstoreproductbookingtest	1626414013602	yes	3.6.1
USER	RecordedSimulation	START	1626414014750
REQUEST		request_0	1626414014778	1626414015086	OK	 
REQUEST		jpetstore.css	1626414015229	1626414015324	OK	 
REQUEST		EnterTheStore	1626414016342	1626414016458	OK	 
REQUEST		jpetstore.css	1626414016537	1626414016634	OK	 
REQUEST		sm_reptiles.gif	1626414016662	1626414016759	OK	 
REQUEST		sm_cats.gif	1626414016762	1626414016856	OK	 
REQUEST		logo-topbar.gif	1626414016540	1626414016861	OK	 
REQUEST		cart.gif	1626414016541	1626414016864	OK	 
REQUEST		separator.gif	1626414016542	1626414016867	OK	 
REQUEST		sm_fish.gif	1626414016542	1626414016871	OK	 
REQUEST		sm_dogs.gif	1626414016545	1626414016875	OK	 
REQUEST		sm_birds.gif	1626414016857	1626414016950	OK	 
REQUEST		fish_icon.gif	1626414016862	1626414016956	OK	 
REQUEST		dogs_icon.gif	1626414016865	1626414016959	OK	 
REQUEST		cats_icon.gif	1626414016868	1626414016960	OK	 
REQUEST		reptiles_icon.gif	1626414016872	1626414016968	OK	 
REQUEST		birds_icon.gif	1626414016876	1626414016969	OK	 
REQUEST		splash.gif	1626414016952	1626414017137	OK	 
REQUEST		ClickOnSignIn	1626414018140	1626414018253	OK	 
REQUEST		jpetstore.css	1626414018285	1626414018404	OK	 
REQUEST		logo-topbar.gif	1626414018286	1626414018411	OK	 
REQUEST		cart.gif	1626414018288	1626414018414	OK	 
REQUEST		separator.gif	1626414018290	1626414018441	OK	 
REQUEST		sm_fish.gif	1626414018348	1626414018442	OK	 
REQUEST		sm_dogs.gif	1626414018348	1626414018444	OK	 
REQUEST		Login_1	1626414021867	1626414021967	OK	 
REQUEST		Login_1 Redirect 1	1626414021969	1626414022069	OK	 
REQUEST		jpetstore.css	1626414022098	1626414022191	OK	 
REQUEST		cart.gif	1626414022100	1626414022197	OK	 
REQUEST		separator.gif	1626414022102	1626414022199	OK	 
REQUEST		sm_fish.gif	1626414022103	1626414022205	OK	 
REQUEST		logo-topbar.gif	1626414022099	1626414022207	OK	 
REQUEST		sm_dogs.gif	1626414022104	1626414022212	OK	 
REQUEST		request_45	1626414025213	1626414025308	OK	 
REQUEST		jpetstore.css	1626414025314	1626414025408	OK	 
REQUEST		logo-topbar.gif	1626414025315	1626414025410	OK	 
REQUEST		cart.gif	1626414025316	1626414025411	OK	 
REQUEST		sm_fish.gif	1626414025318	1626414025412	OK	 
REQUEST		separator.gif	1626414025317	1626414025412	OK	 
REQUEST		sm_dogs.gif	1626414025318	1626414025413	OK	 
REQUEST		request_56	1626414026416	1626414026512	OK	 
REQUEST		cart.gif	1626414026519	1626414026611	OK	 
REQUEST		jpetstore.css	1626414026518	1626414026613	OK	 
REQUEST		logo-topbar.gif	1626414026519	1626414026614	OK	 
REQUEST		sm_dogs.gif	1626414026522	1626414026615	OK	 
REQUEST		sm_fish.gif	1626414026521	1626414026616	OK	 
REQUEST		separator.gif	1626414026520	1626414026617	OK	 
REQUEST		request_67	1626414028619	1626414028717	OK	 
REQUEST		jpetstore.css	1626414028723	1626414028817	OK	 
REQUEST		cart.gif	1626414028725	1626414028819	OK	 
REQUEST		logo-topbar.gif	1626414028724	1626414028820	OK	 
