RUN	simulations.petstoreProductBookingTest	petstoreproductbookingtest	1626414127524	test	3.6.1
USER	RecordedSimulation	START	1626414129011
REQUEST		request_0	1626414129071	1626414129373	OK	 
REQUEST		jpetstore.css	1626414129448	1626414129632	OK	 
REQUEST		EnterTheStore	1626414130650	1626414130758	OK	 
REQUEST		jpetstore.css	1626414130859	1626414130957	OK	 
REQUEST		sm_reptiles.gif	1626414130964	1626414131060	OK	 
REQUEST		sm_cats.gif	1626414131061	1626414131155	OK	 
REQUEST		cart.gif	1626414130866	1626414131158	OK	 
REQUEST		logo-topbar.gif	1626414130864	1626414131163	OK	 
REQUEST		separator.gif	1626414130867	1626414131166	OK	 
REQUEST		sm_fish.gif	1626414130868	1626414131168	OK	 
REQUEST		sm_dogs.gif	1626414130869	1626414131172	OK	 
REQUEST		sm_birds.gif	1626414131156	1626414131249	OK	 
REQUEST		fish_icon.gif	1626414131159	1626414131252	OK	 
REQUEST		dogs_icon.gif	1626414131164	1626414131265	OK	 
REQUEST		cats_icon.gif	1626414131167	1626414131267	OK	 
REQUEST		reptiles_icon.gif	1626414131169	1626414131269	OK	 
REQUEST		birds_icon.gif	1626414131172	1626414131270	OK	 
REQUEST		splash.gif	1626414131249	1626414131434	OK	 
REQUEST		ClickOnSignIn	1626414132438	1626414132534	OK	 
REQUEST		jpetstore.css	1626414132547	1626414132643	OK	 
REQUEST		sm_fish.gif	1626414132551	1626414132648	OK	 
REQUEST		sm_dogs.gif	1626414132552	1626414132649	OK	 
REQUEST		logo-topbar.gif	1626414132548	1626414132651	OK	 
REQUEST		cart.gif	1626414132549	1626414132652	OK	 
REQUEST		separator.gif	1626414132550	1626414132653	OK	 
REQUEST		Login_1	1626414135667	1626414135764	OK	 
REQUEST		Login_1 Redirect 1	1626414135767	1626414135863	OK	 
REQUEST		jpetstore.css	1626414135879	1626414135972	OK	 
REQUEST		logo-topbar.gif	1626414135881	1626414135977	OK	 
REQUEST		cart.gif	1626414135882	1626414135978	OK	 
REQUEST		separator.gif	1626414135883	1626414135979	OK	 
REQUEST		sm_dogs.gif	1626414135885	1626414135980	OK	 
REQUEST		sm_fish.gif	1626414135884	1626414135981	OK	 
REQUEST		request_45	1626414138983	1626414139079	OK	 
REQUEST		logo-topbar.gif	1626414139087	1626414139181	OK	 
REQUEST		separator.gif	1626414139088	1626414139183	OK	 
REQUEST		sm_fish.gif	1626414139089	1626414139184	OK	 
REQUEST		sm_dogs.gif	1626414139090	1626414139185	OK	 
REQUEST		jpetstore.css	1626414139086	1626414139185	OK	 
REQUEST		cart.gif	1626414139088	1626414139186	OK	 
REQUEST		request_56	1626414140189	1626414140285	OK	 
REQUEST		jpetstore.css	1626414140291	1626414140383	OK	 
REQUEST		logo-topbar.gif	1626414140292	1626414140385	OK	 
REQUEST		cart.gif	1626414140293	1626414140386	OK	 
REQUEST		separator.gif	1626414140293	1626414140387	OK	 
REQUEST		sm_dogs.gif	1626414140295	1626414140396	OK	 
REQUEST		sm_fish.gif	1626414140294	1626414140400	OK	 
REQUEST		request_67	1626414142402	1626414142507	OK	 
REQUEST		jpetstore.css	1626414142514	1626414142611	OK	 
REQUEST		sm_dogs.gif	1626414142519	1626414142616	OK	 
REQUEST		logo-topbar.gif	1626414142515	1626414142617	OK	 
REQUEST		cart.gif	1626414142516	1626414142618	OK	 
REQUEST		separator.gif	1626414142517	1626414142619	OK	 
REQUEST		sm_fish.gif	1626414142518	1626414142619	OK	 
REQUEST		request_78	1626414148621	1626414148720	OK	 
REQUEST		jpetstore.css	1626414148732	1626414148833	OK	 
REQUEST		sm_dogs.gif	1626414148740	1626414148834	OK	 
REQUEST		logo-topbar.gif	1626414148733	1626414148835	OK	 
REQUEST		cart.gif	1626414148735	1626414148836	OK	 
REQUEST		separator.gif	1626414148737	1626414148837	OK	 
REQUEST		sm_fish.gif	1626414148739	1626414148838	OK	 
REQUEST		request_89	1626414151841	1626414151936	OK	 
REQUEST		jpetstore.css	1626414151944	1626414152038	OK	 
REQUEST		logo-topbar.gif	1626414151947	1626414152041	OK	 
REQUEST		separator.gif	1626414151950	1626414152042	OK	 
REQUEST		sm_dogs.gif	1626414151951	1626414152044	OK	 
REQUEST		cart.gif	1626414151949	1626414152044	OK	 
REQUEST		sm_fish.gif	1626414151951	1626414152045	OK	 
REQUEST		request_100	1626414153047	1626414153143	OK	 
REQUEST		jpetstore.css	1626414153148	1626414153240	OK	 
REQUEST		cart.gif	1626414153149	1626414153242	OK	 
REQUEST		logo-topbar.gif	1626414153148	1626414153242	OK	 
REQUEST		sm_dogs.gif	1626414153150	1626414153243	OK	 
REQUEST		separator.gif	1626414153150	1626414153244	OK	 
REQUEST		sm_fish.gif	1626414153150	1626414153244	OK	 
REQUEST		request_111	1626414156247	1626414156345	OK	 
