RUN	simulations.petstoreProductBookingTest	petstoreproductbookingtest	1626704474891	ok	3.6.1
USER	PetStoreTestClass	START	1626704476011
REQUEST		request_0	1626704476040	1626704476376	OK	 
REQUEST		EnterTheStore	1626704480478	1626704480576	OK	 
REQUEST		ClickOnSignIn	1626704486705	1626704486802	OK	 
REQUEST		Login	1626704492827	1626704492924	OK	 
REQUEST		Login Redirect 1	1626704492929	1626704493028	OK	 
REQUEST		SelectPet	1626704502075	1626704502176	OK	 
REQUEST		SelectPetType	1626704505184	1626704505283	OK	 
REQUEST		SelectPetSubType	1626704508289	1626704508388	OK	 
REQUEST		AddItemToCart	1626704510393	1626704510493	OK	 
REQUEST		SelectPet	1626704514500	1626704514598	OK	 
REQUEST		SelectPetType	1626704517604	1626704517702	OK	 
REQUEST		SelectPetSubType	1626704520707	1626704520804	OK	 
REQUEST		AddItemToCart	1626704522807	1626704522908	OK	 
REQUEST		UpdateCart	1626704526914	1626704527014	OK	 
REQUEST		PorceedToCheckOut	1626704530018	1626704530117	OK	 
REQUEST		Continue	1626704532122	1626704532222	OK	 
REQUEST		Confirm	1626704534226	1626704534329	OK	 
USER	PetStoreTestClass	END	1626704534336
